TableName,ColumnName,DataType,IsMetricOrDimension,ColumnDescription
pg_profile_state_transitions,TaskID,UUID,Dimension,EMPTY
pg_profile_state_transitions,ProfileID,UUID,Dimension,EMPTY
pg_profile_state_transitions,ProfileCurrentState,String,Dimension,EMPTY
pg_profile_state_transitions,ProfileNextState,Nullable(String),Dimension,EMPTY
pg_profile_state_transitions,LockAcquired,String,Dimension,EMPTY
pg_profile_state_transitions,EventName,String,Dimension,EMPTY
pg_profile_state_transitions,EventType,String,Dimension,EMPTY
pg_profile_state_transitions,Timestamp,DateTime64(3),Dimension,EMPTY
pg_profile_state_transitions,InsertedAt,DateTime64(3),Dimension,EMPTY
pg_profile_state_transitions,Universe,String,Dimension,EMPTY
pg_profile_state_transitions,AppVSN,String,Dimension,EMPTY
pg_profile_state_transitions,EID,UUID,Dimension,EMPTY
pm_capture_session_meta,Lat,Nullable(Float32),Metric,EMPTY
pm_capture_session_meta,Long,Nullable(Float32),Metric,EMPTY
pm_capture_session_meta,ProfileID,UUID,Dimension,EMPTY
pm_capture_session_meta,CaptureID,UUID,Dimension,EMPTY
pm_capture_session_meta,CaptureSessionID,String,Dimension,EMPTY
pm_capture_session_meta,CaptureToken,String,Dimension,EMPTY
pm_capture_session_meta,OUID,String,Dimension,EMPTY
pm_capture_session_meta,EID,UUID,Dimension,EMPTY
pm_capture_session_meta,UserDeviceID,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,IP,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,UserAgent,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,PackageID,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,ClientEngine,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,ClientEngineVersion,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,ClientName,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,ClientType,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,BrowserFamily,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,ClientVersion,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,DeviceBrand,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,DeviceModel,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,DeviceType,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,OSName,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,OSPlatform,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,OSVersion,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,OSFamily,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,HasRedirectURI,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,HasExitURI,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,Source,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,Retries,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,Timestamp,DateTime64(6),Dimension,EMPTY
pm_capture_session_meta,AppVSN,Nullable(String),Dimension,EMPTY
pm_capture_session_meta,InsertedAt,DateTime64(6),Dimension,EMPTY
pm_capture_session_meta,Universe,Nullable(String),Dimension,EMPTY
pm_external_tasks_executed,TaskID,UUID,Dimension,EMPTY
pm_external_tasks_executed,ProfileID,UUID,Dimension,EMPTY
pm_external_tasks_executed,EID,Nullable(UUID),Dimension,EMPTY
pm_external_tasks_executed,OUID,String,Dimension,EMPTY
pm_external_tasks_executed,Timestamp,DateTime64(6),Dimension,EMPTY
pm_external_tasks_executed,TaskType,Nullable(String),Dimension,EMPTY
pm_external_tasks_executed,TaskKey,Nullable(String),Dimension,EMPTY
pm_external_tasks_executed,ParentTaskID,Nullable(UUID),Dimension,EMPTY
pm_external_tasks_executed,InsertedAt,DateTime64(6),Dimension,EMPTY
pm_external_tasks_executed,AppVSN,Nullable(String),Dimension,EMPTY
pm_external_tasks_executed,Universe,Nullable(String),Dimension,EMPTY
pm_external_tasks_executed,Service,String,Dimension,EMPTY
pm_link_clicked,ProfileID,UUID,Dimension,EMPTY
pm_link_clicked,CaptureID,UUID,Dimension,EMPTY
pm_link_clicked,OUID,String,Dimension,EMPTY
pm_link_clicked,CaptureSessionID,String,Dimension,EMPTY
pm_link_clicked,CaptureToken,String,Dimension,EMPTY
pm_link_clicked,CaptureStatus,String,Dimension,EMPTY
pm_link_clicked,ProfileStatus,String,Dimension,EMPTY
pm_link_clicked,Timestamp,DateTime64(6),Dimension,EMPTY
pm_link_clicked,AppVSN,Nullable(String),Dimension,EMPTY
pm_link_clicked,InsertedAt,DateTime64(6),Dimension,EMPTY
pm_link_clicked,Universe,Nullable(String),Dimension,EMPTY
pm_link_clicked,EID,Nullable(UUID),Dimension,EMPTY
pm_link_clicked,QueueLabel,Nullable(String),Dimension,EMPTY
pm_link_clicked,ProfileTag,Nullable(String),Dimension,EMPTY
pm_link_clicked,PackageID,Nullable(UUID),Dimension,EMPTY
pm_maker_checker_daily_mis_report,ProfilesInPendingReview,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,NewProfilesForReview,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,TotalUniqueCustomer,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,AvgCallDuration,Float32,Metric,EMPTY
pm_maker_checker_daily_mis_report,AvgWaitTimeInQueue,Float32,Metric,EMPTY
pm_maker_checker_daily_mis_report,VerifiedCount,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,RejectedCount,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,CallsAccepted,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,CallsDeclined,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,CallNoAction,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,CallsAllocated,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,CheckerApproved,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,CheckerAutoApproved,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,RepeatCustomerCalls,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,UTVCount,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,CheckerRejected,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,CheckerAutoRejected,Int32,Metric,EMPTY
pm_maker_checker_daily_mis_report,OUID,String,Dimension,EMPTY
pm_maker_checker_daily_mis_report,Timestamp,DateTime64(3),Dimension,EMPTY
pm_maker_checker_daily_mis_report,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_package_meta,AutocloseEnabled,Int8,Metric,EMPTY
pm_package_meta,Active,Int8,Metric,EMPTY
pm_package_meta,ReviewEnabled,Int8,Metric,EMPTY
pm_package_meta,CaptureEnabled,Int8,Metric,EMPTY
pm_package_meta,APIOnly,Int8,Metric,EMPTY
pm_package_meta,IsGeneric,Nullable(Int8),Metric,EMPTY
pm_package_meta,CaptureExpiresIn,Nullable(Int64),Metric,EMPTY
pm_package_meta,PermitMultipleCaptures,Nullable(Int8),Metric,EMPTY
pm_package_meta,CaptureProcessingEnabled,Int8,Metric,EMPTY
pm_package_meta,ScreenshotEditEnabled,Nullable(Int8),Metric,EMPTY
pm_package_meta,ReviewWaitTime,Nullable(Int64),Metric,EMPTY
pm_package_meta,OUID,String,Dimension,EMPTY
pm_package_meta,PackageID,String,Dimension,EMPTY
pm_package_meta,AppVSN,String,Dimension,EMPTY
pm_package_meta,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_package_meta,Timestamp,DateTime64(3),Dimension,EMPTY
pm_package_meta,Action,String,Dimension,EMPTY
pm_package_meta,Name,String,Dimension,EMPTY
pm_package_meta,Label,String,Dimension,EMPTY
pm_package_meta,Version,String,Dimension,EMPTY
pm_package_meta,HasAssistedVideo,Int8,Dimension,EMPTY
pm_package_meta,HasSelfVideo,Int8,Dimension,EMPTY
pm_package_meta,LastUpdatedByAccountID,String,Dimension,EMPTY
pm_package_meta,LastUpdatedByEmailID,String,Dimension,EMPTY
pm_package_meta,LastUpdatedByOUID,String,Dimension,EMPTY
pm_package_meta,Universe,Nullable(String),Dimension,EMPTY
pm_pdf_generation_exceptions,OUID,String,Dimension,EMPTY
pm_pdf_generation_exceptions,ProfileID,UUID,Dimension,EMPTY
pm_pdf_generation_exceptions,ErrorCode,String,Dimension,EMPTY
pm_pdf_generation_exceptions,PackageID,String,Dimension,EMPTY
pm_pdf_generation_exceptions,ErrorDetails,String,Dimension,EMPTY
pm_pdf_generation_exceptions,AppVSN,String,Dimension,EMPTY
pm_pdf_generation_exceptions,Universe,String,Dimension,EMPTY
pm_pdf_generation_exceptions,EID,UUID,Dimension,EMPTY
pm_pdf_generation_exceptions,Timestamp,DateTime64(3),Dimension,EMPTY
pm_pdf_generation_exceptions,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_pdf_generation_executed,TAT,Float64,Metric,EMPTY
pm_pdf_generation_executed,OUID,String,Dimension,EMPTY
pm_pdf_generation_executed,ProfileID,UUID,Dimension,EMPTY
pm_pdf_generation_executed,PackageID,String,Dimension,EMPTY
pm_pdf_generation_executed,Status,String,Dimension,EMPTY
pm_pdf_generation_executed,AppVSN,String,Dimension,EMPTY
pm_pdf_generation_executed,Universe,String,Dimension,EMPTY
pm_pdf_generation_executed,EID,UUID,Dimension,EMPTY
pm_pdf_generation_executed,Timestamp,DateTime64(3),Dimension,EMPTY
pm_pdf_generation_executed,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_pdf_publisher_executed,OUID,String,Dimension,EMPTY
pm_pdf_publisher_executed,ProfileID,UUID,Dimension,EMPTY
pm_pdf_publisher_executed,Status,String,Dimension,EMPTY
pm_pdf_publisher_executed,StatusReason,String,Dimension,EMPTY
pm_pdf_publisher_executed,PackageID,String,Dimension,EMPTY
pm_pdf_publisher_executed,AppVSN,String,Dimension,EMPTY
pm_pdf_publisher_executed,Universe,String,Dimension,EMPTY
pm_pdf_publisher_executed,EID,UUID,Dimension,EMPTY
pm_pdf_publisher_executed,Timestamp,DateTime64(3),Dimension,EMPTY
pm_pdf_publisher_executed,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_profile_creation_webhook_executed,HTTPStatusCode,Nullable(Int64),Metric,EMPTY
pm_profile_creation_webhook_executed,RetriesLeft,Int64,Metric,EMPTY
pm_profile_creation_webhook_executed,TAT,Float64,Metric,EMPTY
pm_profile_creation_webhook_executed,OUID,String,Dimension,EMPTY
pm_profile_creation_webhook_executed,ProfileID,UUID,Dimension,EMPTY
pm_profile_creation_webhook_executed,Status,LowCardinality(String),Dimension,EMPTY
pm_profile_creation_webhook_executed,WebhookEndpoint,String,Dimension,EMPTY
pm_profile_creation_webhook_executed,AppVSN,String,Dimension,EMPTY
pm_profile_creation_webhook_executed,Universe,LowCardinality(String),Dimension,EMPTY
pm_profile_creation_webhook_executed,EID,UUID,Dimension,EMPTY
pm_profile_creation_webhook_executed,Timestamp,DateTime64(3),Dimension,EMPTY
pm_profile_creation_webhook_executed,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_profile_creation_webhook_retries,RetriesLeft,Nullable(Int64),Metric,EMPTY
pm_profile_creation_webhook_retries,HTTPStatusCode,Int64,Metric,EMPTY
pm_profile_creation_webhook_retries,TAT,Float64,Metric,EMPTY
pm_profile_creation_webhook_retries,OUID,String,Dimension,EMPTY
pm_profile_creation_webhook_retries,ProfileID,UUID,Dimension,EMPTY
pm_profile_creation_webhook_retries,WebhookEndpoint,String,Dimension,EMPTY
pm_profile_creation_webhook_retries,AppVSN,String,Dimension,EMPTY
pm_profile_creation_webhook_retries,Universe,LowCardinality(String),Dimension,EMPTY
pm_profile_creation_webhook_retries,EID,UUID,Dimension,EMPTY
pm_profile_creation_webhook_retries,Timestamp,DateTime64(3),Dimension,EMPTY
pm_profile_creation_webhook_retries,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_profile_status_update_webhook_executed,HTTPStatusCode,Nullable(Int64),Metric,EMPTY
pm_profile_status_update_webhook_executed,RetriesLeft,Int64,Metric,EMPTY
pm_profile_status_update_webhook_executed,TAT,Float64,Metric,EMPTY
pm_profile_status_update_webhook_executed,OUID,String,Dimension,EMPTY
pm_profile_status_update_webhook_executed,ProfileID,UUID,Dimension,EMPTY
pm_profile_status_update_webhook_executed,Status,LowCardinality(String),Dimension,EMPTY
pm_profile_status_update_webhook_executed,ProfileStatus,LowCardinality(String),Dimension,EMPTY
pm_profile_status_update_webhook_executed,WebhookEndpoint,String,Dimension,EMPTY
pm_profile_status_update_webhook_executed,AppVSN,String,Dimension,EMPTY
pm_profile_status_update_webhook_executed,Universe,LowCardinality(String),Dimension,EMPTY
pm_profile_status_update_webhook_executed,EID,UUID,Dimension,EMPTY
pm_profile_status_update_webhook_executed,Timestamp,DateTime64(3),Dimension,EMPTY
pm_profile_status_update_webhook_executed,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_profile_status_update_webhook_retries,RetriesLeft,Int64,Metric,EMPTY
pm_profile_status_update_webhook_retries,HTTPStatusCode,Nullable(Int64),Metric,EMPTY
pm_profile_status_update_webhook_retries,TAT,Float64,Metric,EMPTY
pm_profile_status_update_webhook_retries,OUID,String,Dimension,EMPTY
pm_profile_status_update_webhook_retries,ProfileID,UUID,Dimension,EMPTY
pm_profile_status_update_webhook_retries,ProfileStatus,LowCardinality(String),Dimension,EMPTY
pm_profile_status_update_webhook_retries,WebhookEndpoint,String,Dimension,EMPTY
pm_profile_status_update_webhook_retries,AppVSN,String,Dimension,EMPTY
pm_profile_status_update_webhook_retries,Universe,LowCardinality(String),Dimension,EMPTY
pm_profile_status_update_webhook_retries,EID,UUID,Dimension,EMPTY
pm_profile_status_update_webhook_retries,Timestamp,DateTime64(3),Dimension,EMPTY
pm_profile_status_update_webhook_retries,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_resolve_location_result,OUID,String,Dimension,EMPTY
pm_resolve_location_result,AVTaskID,Nullable(String),Dimension,EMPTY
pm_resolve_location_result,LocationTaskID,UUID,Dimension,EMPTY
pm_resolve_location_result,CaptureSessionID,UUID,Dimension,EMPTY
pm_resolve_location_result,CaptureID,UUID,Dimension,EMPTY
pm_resolve_location_result,ProfileID,String,Dimension,EMPTY
pm_resolve_location_result,City,Nullable(String),Dimension,EMPTY
pm_resolve_location_result,District,Nullable(String),Dimension,EMPTY
pm_resolve_location_result,Pincode,Nullable(String),Dimension,EMPTY
pm_resolve_location_result,State,Nullable(String),Dimension,EMPTY
pm_resolve_location_result,Country,String,Dimension,EMPTY
pm_resolve_location_result,CountryCode,String,Dimension,EMPTY
pm_resolve_location_result,StreetAddress,String,Dimension,EMPTY
pm_resolve_location_result,Latitude,String,Dimension,EMPTY
pm_resolve_location_result,Longitude,String,Dimension,EMPTY
pm_resolve_location_result,ExecutionContext,String,Dimension,EMPTY
pm_resolve_location_result,LocationProvider,String,Dimension,EMPTY
pm_resolve_location_result,AppVSN,String,Dimension,EMPTY
pm_resolve_location_result,Universe,String,Dimension,EMPTY
pm_resolve_location_result,EID,UUID,Dimension,EMPTY
pm_resolve_location_result,Timestamp,DateTime64(3),Dimension,EMPTY
pm_resolve_location_result,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_reviewer_action,AutoClosed,Int8,Metric,EMPTY
pm_reviewer_action,EID,UUID,Dimension,EMPTY
pm_reviewer_action,Timestamp,DateTime64(3),Dimension,EMPTY
pm_reviewer_action,OUID,String,Dimension,EMPTY
pm_reviewer_action,ProfileID,UUID,Dimension,EMPTY
pm_reviewer_action,AccountID,Nullable(UUID),Dimension,EMPTY
pm_reviewer_action,Action,String,Dimension,EMPTY
pm_reviewer_action,Reason,Nullable(String),Dimension,EMPTY
pm_reviewer_action,EmailID,Nullable(String),Dimension,EMPTY
pm_reviewer_action,Universe,Nullable(String),Dimension,EMPTY
pm_reviewer_action,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_reviewer_action,PackageID,Nullable(String),Dimension,EMPTY
pm_reviewer_action,CaptureID,Nullable(String),Dimension,EMPTY
pm_reviewer_action,Comments,Nullable(String),Dimension,EMPTY
pm_reviewer_action,ReasonCode,Nullable(String),Dimension,EMPTY
pm_reviewer_action,ProfileTag,Nullable(String),Dimension,EMPTY
pm_reviewer_action,QueueLabel,Nullable(String),Dimension,EMPTY
pm_session_status_update_webhook_executed,HTTPStatusCode,Nullable(Int64),Metric,EMPTY
pm_session_status_update_webhook_executed,RetriesLeft,Int64,Metric,EMPTY
pm_session_status_update_webhook_executed,TAT,Float64,Metric,EMPTY
pm_session_status_update_webhook_executed,OUID,String,Dimension,EMPTY
pm_session_status_update_webhook_executed,ProfileID,UUID,Dimension,EMPTY
pm_session_status_update_webhook_executed,Status,LowCardinality(String),Dimension,EMPTY
pm_session_status_update_webhook_executed,SessionStatus,LowCardinality(String),Dimension,EMPTY
pm_session_status_update_webhook_executed,WebhookEndpoint,String,Dimension,EMPTY
pm_session_status_update_webhook_executed,AppVSN,String,Dimension,EMPTY
pm_session_status_update_webhook_executed,Universe,LowCardinality(String),Dimension,EMPTY
pm_session_status_update_webhook_executed,EID,UUID,Dimension,EMPTY
pm_session_status_update_webhook_executed,Timestamp,DateTime64(3),Dimension,EMPTY
pm_session_status_update_webhook_executed,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_session_status_update_webhook_retries,RetriesLeft,Int64,Metric,EMPTY
pm_session_status_update_webhook_retries,HTTPStatusCode,Nullable(Int64),Metric,EMPTY
pm_session_status_update_webhook_retries,TAT,Float64,Metric,EMPTY
pm_session_status_update_webhook_retries,OUID,String,Dimension,EMPTY
pm_session_status_update_webhook_retries,ProfileID,UUID,Dimension,EMPTY
pm_session_status_update_webhook_retries,SessionStatus,LowCardinality(String),Dimension,EMPTY
pm_session_status_update_webhook_retries,WebhookEndpoint,String,Dimension,EMPTY
pm_session_status_update_webhook_retries,AppVSN,String,Dimension,EMPTY
pm_session_status_update_webhook_retries,Universe,LowCardinality(String),Dimension,EMPTY
pm_session_status_update_webhook_retries,EID,UUID,Dimension,EMPTY
pm_session_status_update_webhook_retries,Timestamp,DateTime64(3),Dimension,EMPTY
pm_session_status_update_webhook_retries,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_task_inputs_flattened,ResourceCount,Int32,Metric,EMPTY
pm_task_inputs_flattened,OUID,String,Dimension,EMPTY
pm_task_inputs_flattened,ProfileID,String,Dimension,EMPTY
pm_task_inputs_flattened,TaskID,String,Dimension,EMPTY
pm_task_inputs_flattened,EID,String,Dimension,EMPTY
pm_task_inputs_flattened,Timestamp,DateTime64(3),Dimension,EMPTY
pm_task_inputs_flattened,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_task_inputs_flattened,AppVSN,String,Dimension,EMPTY
pm_task_inputs_flattened,ID,String,Dimension,EMPTY
pm_task_inputs_flattened,Key,String,Dimension,EMPTY
pm_task_inputs_flattened,Side,Nullable(String),Dimension,EMPTY
pm_task_inputs_flattened,Source,String,Dimension,EMPTY
pm_task_inputs_flattened,CardType,Nullable(String),Dimension,EMPTY
pm_task_inputs_flattened,FactType,Nullable(String),Dimension,EMPTY
pm_task_inputs_flattened,Tags,Array(String),Dimension,EMPTY
pm_task_inputs_flattened,Type,String,Dimension,EMPTY
pm_task_inputs_flattened,Universe,Nullable(String),Dimension,EMPTY
pm_tasks_executed_billing,OUID,String,Dimension,EMPTY
pm_tasks_executed_billing,TaskID,UUID,Dimension,EMPTY
pm_tasks_executed_billing,ProfileID,UUID,Dimension,EMPTY
pm_tasks_executed_billing,TaskType,Nullable(String),Dimension,EMPTY
pm_tasks_executed_billing,State,String,Dimension,EMPTY
pm_tasks_executed_billing,TaskKey,Nullable(String),Dimension,EMPTY
pm_tasks_executed_billing,Timestamp,DateTime64(3),Dimension,EMPTY
pm_tasks_executed_billing,InsertedAt,DateTime64(3),Dimension,EMPTY
pm_tasks_executed_billing_mv,HourInIST,UInt8,Metric,EMPTY
pm_tasks_executed_billing_mv,OUID,String,Dimension,EMPTY
pm_tasks_executed_billing_mv,TaskType,Nullable(String),Dimension,EMPTY
pm_tasks_executed_billing_mv,State,String,Dimension,EMPTY
pm_tasks_executed_billing_mv,TaskKey,Nullable(String),Dimension,EMPTY
pm_tasks_executed_billing_mv,TimestampHourAtUTC,DateTime,Dimension,EMPTY
pm_tasks_executed_billing_mv,DateInIST,Date,Dimension,EMPTY
pm_tasks_executed_billing_mv,UniqueProfileCount,"AggregateFunction(count, UUID)",Dimension,EMPTY
pm_tasks_executed_billing_mv,UniqueTaskCount,"AggregateFunction(count, UUID)",Dimension,EMPTY
profile_capture_tat_breakdown,IsRecapture,Nullable(Int8),Metric,EMPTY
profile_capture_tat_breakdown,ReviewerTAT,Nullable(Int64),Metric,EMPTY
profile_capture_tat_breakdown,OUID,String,Dimension,EMPTY
profile_capture_tat_breakdown,AccountID,Nullable(UUID),Dimension,EMPTY
profile_capture_tat_breakdown,ProfileID,UUID,Dimension,EMPTY
profile_capture_tat_breakdown,CaptureID,Nullable(UUID),Dimension,EMPTY
profile_capture_tat_breakdown,RecaptureType,Nullable(String),Dimension,EMPTY
profile_capture_tat_breakdown,ReviewTimestamp,DateTime64(3),Dimension,EMPTY
profile_capture_tat_breakdown,InsertedAt,DateTime64(3),Dimension,EMPTY
profile_capture_tat_breakdown,ReviewerAction,String,Dimension,EMPTY
profile_capture_tat_breakdown,Universe,Nullable(String),Dimension,EMPTY
profile_capture_tat_breakdown,ReviewReason,Nullable(String),Dimension,EMPTY
profile_capture_tat_breakdown,ReviewReasonCode,Nullable(String),Dimension,EMPTY
profile_capture_tat_breakdown,ReviewerComments,Nullable(String),Dimension,EMPTY
profile_states,pm_profile_states_Count,Float,Metric,EMPTY
profile_states,OUID,string,Dimension,EMPTY
profile_states,PackageID,string,Dimension,EMPTY
profile_states,PrevState,string,Dimension,EMPTY
profile_states,State,string,Dimension,EMPTY
profile_states,Universe,string,Dimension,EMPTY
profiles_created,EID,UUID,Dimension,EMPTY
profiles_created,ProfileID,UUID,Dimension,EMPTY
profiles_created,ExtReferenceID,String,Dimension,EMPTY
profiles_created,OUID,UUID,Dimension,EMPTY
profiles_created,Timestamp,DateTime64(3),Dimension,EMPTY
profiles_created,CreatedBy,Nullable(String),Dimension,EMPTY
profiles_created,Source,String,Dimension,EMPTY
profiles_created,ProfileDBID,UInt64,Dimension,EMPTY
profiles_created,CreatorID,Nullable(UUID),Dimension,EMPTY
profiles_created,CreationMethod,String,Dimension,EMPTY
profiles_created,IntReferenceID,String,Dimension,EMPTY
profiles_created,InsertedAt,DateTime64(3),Dimension,EMPTY
profiles_created,AppVSN,Nullable(String),Dimension,EMPTY
profiles_created,Universe,Nullable(String),Dimension,EMPTY
task_states,OUID,String,Dimension,EMPTY
task_states,TaskID,UUID,Dimension,EMPTY
task_states,ProfileID,UUID,Dimension,EMPTY
task_states,AgentID,Nullable(UUID),Dimension,EMPTY
task_states,State,String,Dimension,EMPTY
task_states,PrevState,Nullable(String),Dimension,EMPTY
task_states,Reason,String,Dimension,EMPTY
task_states,TaskType,String,Dimension,EMPTY
task_states,Mode,String,Dimension,EMPTY
task_states,Timestamp,DateTime64(3),Dimension,EMPTY
task_states,InsertedAt,DateTime64(3),Dimension,EMPTY
task_states,AppVSN,String,Dimension,EMPTY
task_states,EID,UUID,Dimension,EMPTY
task_states,Universe,String,Dimension,EMPTY
tasks_created,EID,UUID,Dimension,EMPTY
tasks_created,TaskID,UUID,Dimension,EMPTY
tasks_created,ProfileID,UUID,Dimension,EMPTY
tasks_created,OUID,UUID,Dimension,EMPTY
tasks_created,TaskType,String,Dimension,EMPTY
tasks_created,Timestamp,DateTime64(3),Dimension,EMPTY
tasks_created,InsertedAt,DateTime64(3),Dimension,EMPTY
tasks_created,TaskDBID,UInt64,Dimension,EMPTY
tasks_created,ExtReferenceID,Nullable(String),Dimension,EMPTY
tasks_created,AppVSN,Nullable(String),Dimension,EMPTY
tasks_created,Universe,Nullable(String),Dimension,EMPTY
tasky_completed_tasks,TAT,Int64,Metric,EMPTY
tasky_completed_tasks,OUID,String,Dimension,EMPTY
tasky_completed_tasks,AccountID,UUID,Dimension,EMPTY
tasky_completed_tasks,TaskID,UUID,Dimension,EMPTY
tasky_completed_tasks,ProfileID,UUID,Dimension,EMPTY
tasky_completed_tasks,TaskType,String,Dimension,EMPTY
tasky_completed_tasks,Timestamp,DateTime64(3),Dimension,EMPTY
tasky_completed_tasks,AppVSN,String,Dimension,EMPTY
tasky_completed_tasks,Flow,Nullable(String),Dimension,EMPTY
tasky_completed_tasks,Action,Nullable(String),Dimension,EMPTY
tasky_completed_tasks,Reason,Nullable(String),Dimension,EMPTY
tasky_completed_tasks,InsertedAt,DateTime64(3),Dimension,EMPTY
tasky_reviewer_activity_stats,ToggleOntimeMS,Int64,Metric,EMPTY
tasky_reviewer_activity_stats,ToggleOfftimeMS,Int64,Metric,EMPTY
tasky_reviewer_activity_stats,InReviewTimeMS,Int64,Metric,EMPTY
tasky_reviewer_activity_stats,OUID,String,Dimension,EMPTY
tasky_reviewer_activity_stats,AgentID,UUID,Dimension,EMPTY
tasky_reviewer_activity_stats,Universe,Nullable(String),Dimension,EMPTY
tasky_reviewer_activity_stats,AppVSN,Nullable(String),Dimension,EMPTY
tasky_reviewer_activity_stats,InsertedAt,DateTime64(3),Dimension,EMPTY
tasky_reviewer_activity_stats,AgentEmail,String,Dimension,EMPTY
tasky_reviewer_activity_stats,Timestamp,DateTime64(3),Dimension,EMPTY
tasky_reviewer_activity_stats,IdleTimeMS,Int64,Dimension,EMPTY
tasky_reviewer_activity_stats,FirstToggleOn,Nullable(DateTime64(3)),Dimension,EMPTY
tasky_reviewer_activity_stats,LastToggleOff,Nullable(DateTime64(3)),Dimension,EMPTY
tasky_reviewer_activity_stats,LastState,String,Dimension,EMPTY
profile_master_attributes,AttrID,UUID,Dimension,EMPTY
profile_master_attributes,ProfileID,UUID,Dimension,EMPTY
profile_master_attributes,OUID,Nullable(String),Dimension,EMPTY
profile_master_attributes,Timestamp,DateTime64(6),Dimension,EMPTY
profile_master_attributes,HashValue,String,Dimension,EMPTY
profile_master_attributes,HashAlgo,String,Dimension,EMPTY
profile_master_attributes,AttrType,String,Dimension,EMPTY
profile_master_attributes,InsertedAt,DateTime64(6),Dimension,EMPTY
profile_master_attributes,Universe,Nullable(String),Dimension,EMPTY
profile_master_profiles,ProfileID,UUID,Dimension,EMPTY
profile_master_profiles,OUID,Nullable(String),Dimension,EMPTY
profile_master_profiles,Timestamp,DateTime64(6),Dimension,EMPTY
profile_master_profiles,Service,String,Dimension,EMPTY
profile_master_profiles,UID,Nullable(UUID),Dimension,EMPTY
profile_master_profiles,InsertedAt,DateTime64(6),Dimension,EMPTY
profile_master_profiles,Universe,Nullable(String),Dimension,EMPTY
